fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
GRANTS,0V40,Conservation Innovation Program,54,Department of Planning and Development,2884,Conservation Innovation,5,Salaries and Wages - on Payroll,64061,64061,82476
GRANTS,0V40,Conservation Innovation Program,54,Department of Planning and Development,2884,Conservation Innovation,44,Fringe Benefits,33416,33416,33436
GRANTS,0V40,Conservation Innovation Program,54,Department of Planning and Development,2884,Conservation Innovation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,832523,832523,814088
GRANTS,0V49,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,6,Salary Provision,1661866,1661866,1616072
GRANTS,0V41,Coastal Management Grant,54,Department of Planning and Development,2885,Coastal Management Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,60000,60000,60000
GRANTS,0V43,Abandoned Residential Property,54,Department of Planning and Development,2883,Abandoned Residential Property Municipality Relief Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,3600000,3600000,0
GRANTS,0V47,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,5,Salaries and Wages - on Payroll,701915,701915,0
GRANTS,0V47,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,44,Fringe Benefits,306375,306375,0
GRANTS,0V47,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,140,For Professional and Technical Services and Other Third Party Benefit Agreements,6279500,6279500,0
GRANTS,0V47,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,155,Rental of Property,100000,100000,0
GRANTS,0V47,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,9103,Rehabilitation Loans and Grants,13086580,13086580,0
GRANTS,0V47,Home Investment Partnership,54,Department of Planning and Development,2819,Home Investment Partnership,9651,To Reimburse Corporate Fund for Indirect Costs,329630,329630,0
GRANTS,0V78,Corridor Study Technical Assistance,54,Department of Planning and Development,2890,Corridor Study Technical Assistance,140,For Professional and Technical Services and Other Third Party Benefit Agreements,143000,143000,0
GRANTS,0V79,Corridor Study Technical Assistance - Match,54,Department of Planning and Development,2891,Corridor Study Technical Assistance - MATCH,140,For Professional and Technical Services and Other Third Party Benefit Agreements,8000,8000,0
GRANTS,0W81,Abandoned Residential Property Municipality Relief,54,Department of Planning and Development,2883,Abandoned Residential Property Municipality Relief Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,2579000,2579000,0
GRANTS,0W85,African American Civil Rights Preservation,54,Department of Planning and Development,2888,African American Civil Rights Preservation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,446000,446000,446000
GRANTS,0W87,Green Infrastructure Program,54,Department of Planning and Development,2887,Green Infrastructure Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,500000,500000,500000
GRANTS,0191,Asset Forfeiture - State,57,Chicago Police Department,2817,Asset Forfeiture - State,140,For Professional and Technical Services and Other Third Party Benefit Agreements,2536000,2536000,85000
GRANTS,0191,Asset Forfeiture - State,57,Chicago Police Department,2817,Asset Forfeiture - State,157,Rental of Equipment and Services,0,0,1320000
GRANTS,0191,Asset Forfeiture - State,57,Chicago Police Department,2817,Asset Forfeiture - State,445,Technical and Scientific Equipment,0,0,1673000
GRANTS,0191,Asset Forfeiture - State,57,Chicago Police Department,2817,Asset Forfeiture - State,451,For Purchase of Vehicles for Use by the Police and Fire Departments,0,0,1030000
GRANTS,0V18,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,5,Salaries and Wages - on Payroll,1681092,1681092,922511
GRANTS,0243,Transportation Security Admin Agreement,57,Chicago Police Department,2862,Transportation Security O'Hare,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1750000,1750000,1750000
GRANTS,0243,Transportation Security Admin Agreement,57,Chicago Police Department,2862,Transportation Security O'Hare,9700,Reimbursable Transfers Between Funds,-1750000,-1750000,-1750000
GRANTS,0243,Transportation Security Admin Agreement,57,Chicago Police Department,2863,Transportation Security Midway,140,For Professional and Technical Services and Other Third Party Benefit Agreements,537000,537000,537000
GRANTS,0243,Transportation Security Admin Agreement,57,Chicago Police Department,2863,Transportation Security Midway,9700,Reimbursable Transfers Between Funds,-537000,-537000,-537000
GRANTS,0657,Police Program,57,Chicago Police Department,2816,Asset Forfeiture - Federal,140,For Professional and Technical Services and Other Third Party Benefit Agreements,827000,827000,827000
GRANTS,0B17,Asset Forfeiture - Federal,57,Chicago Police Department,2816,Asset Forfeiture - Federal,140,For Professional and Technical Services and Other Third Party Benefit Agreements,3246000,3246000,4399000
GRANTS,0K57,Bulletproof Vests Partnership - BJA,57,Chicago Police Department,2808,Bulletproof Vests Partnership - BJA,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1000,1000,0
GRANTS,0K76,Get Behind the Vest,57,Chicago Police Department,2999,Get Behind the Vest,340,Material and Supplies,1100000,1100000,767000
GRANTS,0K79,Optimizing Video Technology in Urban Policing,57,Chicago Police Department,280D,Optimizing Video Technology in Urban Policing,140,For Professional and Technical Services and Other Third Party Benefit Agreements,232000,232000,0
GRANTS,0K86,Community Policing Development,57,Chicago Police Department,2909,Community Policing Development,140,For Professional and Technical Services and Other Third Party Benefit Agreements,18000,18000,0
GRANTS,0P87,Public Safety Private Support,57,Chicago Police Department,2854,Public Safety Private Support,140,For Professional and Technical Services and Other Third Party Benefit Agreements,4066000,4066000,11000000
GRANTS,0V00,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,5,Salaries and Wages - on Payroll,781658,781658,0
GRANTS,0V00,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,15,Schedule Salary Adjustments,27544,27544,0
GRANTS,0V00,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,44,Fringe Benefits,332843,332843,0
GRANTS,0V00,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,868803,868803,0
GRANTS,0V00,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,-1479848,-1479848,0
GRANTS,0V03,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),135,For Delegate Agencies,922000,922000,600000
GRANTS,0V07,Community Policing Development,57,Chicago Police Department,2909,Community Policing Development,140,For Professional and Technical Services and Other Third Party Benefit Agreements,95000,95000,80000
GRANTS,0V10,BJA Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000,50000,0
GRANTS,0V13,National Explosives Detection Canine Team Program,57,Chicago Police Department,2882,National Explosives Detection Canine Team Program,6,Salary Provision,0,0,923000
GRANTS,0V13,National Explosives Detection Canine Team Program,57,Chicago Police Department,2882,National Explosives Detection Canine Team Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,758000,758000,8000
GRANTS,0V13,National Explosives Detection Canine Team Program,57,Chicago Police Department,2882,National Explosives Detection Canine Team Program,176,Maintenance and Operation - City Owned Vehicles,0,0,16000
GRANTS,0V13,National Explosives Detection Canine Team Program,57,Chicago Police Department,2882,National Explosives Detection Canine Team Program,320,Gasoline,0,0,10000
GRANTS,0V13,National Explosives Detection Canine Team Program,57,Chicago Police Department,2882,National Explosives Detection Canine Team Program,330,Food,0,0,13000
GRANTS,0V13,National Explosives Detection Canine Team Program,57,Chicago Police Department,2882,National Explosives Detection Canine Team Program,421,Machinery and Equipment,0,0,109000
GRANTS,0V14,Transit Security,57,Chicago Police Department,2921,Transit Security,20,Overtime,300000,300000,120000
GRANTS,0V18,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,15,Schedule Salary Adjustments,64900,64900,62600
GRANTS,0V18,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,44,Fringe Benefits,715836,715836,734889
GRANTS,0V18,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1000909,1000909,0
GRANTS,0V18,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,-2062737,-2062737,0
GRANTS,0V19,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),140,For Professional and Technical Services and Other Third Party Benefit Agreements,2202000,2202000,2202000
GRANTS,0V39,Port Security,57,Chicago Police Department,280N,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,159000,159000,0
GRANTS,0V50,Edward Byrne Memorial Justice Assistance,57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),140,For Professional and Technical Services and Other Third Party Benefit Agreements,2269000,2269000,2269000
GRANTS,0V51,IDOT Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),20,Overtime,336000,336000,0
GRANTS,0V51,IDOT Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),176,Maintenance and Operation - City Owned Vehicles,9000,9000,0
GRANTS,0V51,IDOT Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),801,Indirect Costs,22000,22000,0
GRANTS,0V51,IDOT Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),9776,Transfer for Services Provided by the Department of Streets and Sanitation,3000,3000,0
GRANTS,0V52,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,20,Overtime,99000,99000,0
GRANTS,0V52,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,801,Indirect Costs,10000,10000,0
GRANTS,0V53,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,6,Salary Provision,29000,29000,0
GRANTS,0V53,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,20,Overtime,419000,419000,0
GRANTS,0V53,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,176,Maintenance and Operation - City Owned Vehicles,19000,19000,0
GRANTS,0V53,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,245,Reimbursement to Travelers,4000,4000,0
GRANTS,0V53,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,801,Indirect Costs,17000,17000,0
GRANTS,0V53,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,9776,Transfer for Services Provided by the Department of Streets and Sanitation,16000,16000,0
GRANTS,0V54,Transit Security Program,57,Chicago Police Department,2921,Transit Security,6,Salary Provision,0,0,1036000
GRANTS,0V54,Transit Security Program,57,Chicago Police Department,2921,Transit Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,3729000,3729000,0
GRANTS,0V55,Vision Zero,57,Chicago Police Department,280P,Vision Zero,20,Overtime,194000,194000,0
GRANTS,0V55,Vision Zero,57,Chicago Police Department,280P,Vision Zero,801,Indirect Costs,20000,20000,0
GRANTS,0V56,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,5,Salaries and Wages - on Payroll,54480,54480,0
GRANTS,0V56,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,15,Schedule Salary Adjustments,960,960,0
GRANTS,0V56,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,44,Fringe Benefits,28418,28418,0
GRANTS,0V56,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,140,For Professional and Technical Services and Other Third Party Benefit Agreements,2389,2389,0
GRANTS,0V56,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,169,Technical Meeting Costs,753,753,0
GRANTS,0V56,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,245,Reimbursement to Travelers,1000,1000,0
GRANTS,0V57,Violence Against Women Act - Sexual Assault Response,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,45000,45000,0
GRANTS,0V58,Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,99000,99000,99000
GRANTS,0V58,Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,245,Reimbursement to Travelers,3000,3000,3000
GRANTS,0V58,Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,445,Technical and Scientific Equipment,444000,444000,339000
GRANTS,0V58,Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,801,Indirect Costs,27000,27000,27000
GRANTS,0V59,Port Security,57,Chicago Police Department,280N,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,570000,570000,570000
GRANTS,0V68,Project Safe Neighborhood,57,Chicago Police Department,2859,Project Safe Neighborhoods,140,For Professional and Technical Services and Other Third Party Benefit Agreements,473000,473000,473000
GRANTS,0V68,Project Safe Neighborhood,57,Chicago Police Department,2859,Project Safe Neighborhoods,245,Reimbursement to Travelers,3000,3000,3000
GRANTS,0V68,Project Safe Neighborhood,57,Chicago Police Department,2859,Project Safe Neighborhoods,801,Indirect Costs,24000,24000,24000
GRANTS,0V69,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,140,For Professional and Technical Services and Other Third Party Benefit Agreements,500000,500000,445000
GRANTS,0V70,Paul Coverdell Forensic Science Improvement,57,Chicago Police Department,280A,Paul Coverdell Forensic Science Improvement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,248000,248000,248000
GRANTS,0V75,First Responders Comprehensive Addiction and Recovery,57,Chicago Police Department,280Q,First Responders Comprehensive Addiction and Recovery,140,For Professional and Technical Services and Other Third Party Benefit Agreements,2000000,2000000,2000000
GRANTS,0V80,Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,574000,574000,464000
GRANTS,0V84,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,6,Salary Provision,0,0,3128000
GRANTS,0V84,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1065000,1065000,0
GRANTS,0V85,Port Security - Match,57,Chicago Police Department,280N,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,199000,199000,199000
GRANTS,0V86,Local Law Enforcement Crime Gun Intelligence Integration,57,Chicago Police Department,280R,Local Law Enforcement Crime Gun Intelligence Integration,140,For Professional and Technical Services and Other Third Party Benefit Agreements,799000,799000,175000
GRANTS,0V86,Local Law Enforcement Crime Gun Intelligence Integration,57,Chicago Police Department,280R,Local Law Enforcement Crime Gun Intelligence Integration,245,Reimbursement to Travelers,0,0,10000
GRANTS,0V86,Local Law Enforcement Crime Gun Intelligence Integration,57,Chicago Police Department,280R,Local Law Enforcement Crime Gun Intelligence Integration,340,Material and Supplies,0,0,136000
GRANTS,0V86,Local Law Enforcement Crime Gun Intelligence Integration,57,Chicago Police Department,280R,Local Law Enforcement Crime Gun Intelligence Integration,445,Technical and Scientific Equipment,0,0,454000
GRANTS,0V86,Local Law Enforcement Crime Gun Intelligence Integration,57,Chicago Police Department,280R,Local Law Enforcement Crime Gun Intelligence Integration,801,Indirect Costs,0,0,24000
GRANTS,0V87,Port Security Grant,57,Chicago Police Department,280N,Port Security,340,Material and Supplies,0,0,243000
GRANTS,0V87,Port Security Grant,57,Chicago Police Department,280N,Port Security,451,For Purchase of Vehicles for Use by the Police and Fire Departments,0,0,538000
GRANTS,0V88,Port Security Grant,57,Chicago Police Department,280N,Port Security,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,261000
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,450,Vehicles,0,0,238000
GRANTS,0V89,Justice and Mental Health Collaboration,57,Chicago Police Department,2935,Justice and Mental Health Collaboration,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,750000
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,5,Salaries and Wages - on Payroll,0,0,1208159
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,6,Salary Provision,0,0,6613395
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,15,Schedule Salary Adjustments,0,0,4463
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,44,Fringe Benefits,0,0,557983
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,445,Technical and Scientific Equipment,0,0,80000
GRANTS,0V92,Law Enforcement Cameras,57,Chicago Police Department,280U,Law Enforcement Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,200000,200000,0
GRANTS,0V93,IDOT Sustained Traffic Enforcement Program (Step),57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,376000
GRANTS,0V95,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,458000
GRANTS,0V97,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,108000
GRANTS,0V98,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,194000
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),5,Salaries and Wages - on Payroll,0,0,101955
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),44,Fringe Benefits,0,0,42611
GRANTS,0V99,Edward Byrne Memorial Justice Assistance Grant (JAG),57,Chicago Police Department,2996,Edward Byrne Memorial Justice Assistance Grant (JAG),140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,2155434
GRANTS,0W84,Injury Prevention,57,Chicago Police Department,2987,Injury Prevention,140,For Professional and Technical Services and Other Third Party Benefit Agreements,214000,214000,210000
GRANTS,0W88,Innovations in Community Based Crime Reduction,57,Chicago Police Department,280S,Innovations in Community Based Crime Reduction,20,Overtime,0,0,324000
GRANTS,0W88,Innovations in Community Based Crime Reduction,57,Chicago Police Department,280S,Innovations in Community Based Crime Reduction,140,For Professional and Technical Services and Other Third Party Benefit Agreements,326000,326000,0
GRANTS,0W88,Innovations in Community Based Crime Reduction,57,Chicago Police Department,280S,Innovations in Community Based Crime Reduction,245,Reimbursement to Travelers,0,0,1000
GRANTS,0Z66,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,5,Salaries and Wages - on Payroll,0,0,1021657
GRANTS,0Z66,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,6,Salary Provision,0,0,1616072
GRANTS,0Z66,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,44,Fringe Benefits,0,0,487271
GRANTS,0Z67,Cops Hiring Program,57,Chicago Police Department,2983,COPS Hiring Program,6,Salary Provision,0,0,1065000
GRANTS,0Z70,Paul Coverdell Forensic Science Improvement,57,Chicago Police Department,280A,Paul Coverdell Forensic Science Improvement,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,250000
GRANTS,0Z71,BJA Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,605000
GRANTS,0Z71,BJA Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,245,Reimbursement to Travelers,0,0,3000
GRANTS,0Z71,BJA Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,801,Indirect Costs,0,0,32000
GRANTS,0Z72,BJA Body Worn Cameras,57,Chicago Police Department,280H,BJA Body Worn Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,640000
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,5,Salaries and Wages - on Payroll,0,0,67302
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,6,Salary Provision,0,0,104322
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,15,Schedule Salary Adjustments,0,0,1806
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,44,Fringe Benefits,0,0,30570
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,140,For Professional and Technical Services and Other Third Party Benefit Agreements,500000,500000,54000
GRANTS,0Z77,Technology Innovation for Public Safety,57,Chicago Police Department,2811,Technology Opportunities for Public Safety,245,Reimbursement to Travelers,0,0,4000
GRANTS,0Z79,Violence Against Women Act - Domestic Violence Program,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,5,Salaries and Wages - on Payroll,0,0,69566
GRANTS,0Z79,Violence Against Women Act - Domestic Violence Program,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,15,Schedule Salary Adjustments,0,0,1197
GRANTS,0Z79,Violence Against Women Act - Domestic Violence Program,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,44,Fringe Benefits,0,0,29237
GRANTS,0Z80,Violence Against Women Act - Domestic Violence Program,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,34000
GRANTS,0Z81,Violence Against Women Act - Sexual Assault Response,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,6,Salary Provision,0,0,75000
GRANTS,0Z82,Violence Against Women Act - Sexual Assault Response,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,6,Salary Provision,0,0,25000
GRANTS,0Z83,IDOT Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),20,Overtime,0,0,381000
GRANTS,0Z83,IDOT Sustained Traffic Enforcement Program,57,Chicago Police Department,2968,IDOT Sustained Traffic Enforcement Program (STEP),140,For Professional and Technical Services and Other Third Party Benefit Agreements,414000,414000,0
GRANTS,0Z84,Injury Prevention - Pedestrian Safety,57,Chicago Police Department,2987,Injury Prevention,20,Overtime,0,0,116000
GRANTS,0Z84,Injury Prevention - Pedestrian Safety,57,Chicago Police Department,2987,Injury Prevention,140,For Professional and Technical Services and Other Third Party Benefit Agreements,119000,119000,0
GRANTS,0Z86,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,20,Overtime,0,0,492000
GRANTS,0Z86,Local Alcohol Program,57,Chicago Police Department,2995,Local Alcohol Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,500000,500000,0
GRANTS,0Z96,Violence Against Women Act - Domestic Violence Response,57,Chicago Police Department,2844,Violence Against Women - Domestic Violence Protection,140,For Professional and Technical Services and Other Third Party Benefit Agreements,33000,33000,0
GRANTS,0Z97,Violence Against Women Act - Sexual Assault Response,57,Chicago Police Department,2842,Violence Against Women - Sexual Assault Program,140,For Professional and Technical Services and Other Third Party Benefit Agreements,18000,18000,0
GRANTS,0K68,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),140,For Professional and Technical Services and Other Third Party Benefit Agreements,13304000,13304000,0
GRANTS,0K94,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),5,Salaries and Wages - on Payroll,2586442,2586442,0
GRANTS,0K94,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),15,Schedule Salary Adjustments,11043,11043,0
GRANTS,0K94,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),44,Fringe Benefits,1160617,1160617,0
GRANTS,0K94,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),140,For Professional and Technical Services and Other Third Party Benefit Agreements,36826898,36826898,11287000
GRANTS,0M02,OEMC,58,Office of Emergency Management and Communications,2826,ComEd - Weather Emergency Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,47000,47000,47000
GRANTS,0M02,OEMC,58,Office of Emergency Management and Communications,2835,Nextel Frequency Reconfiguration Project,140,For Professional and Technical Services and Other Third Party Benefit Agreements,493000,493000,493000
GRANTS,0M11,Federal U.S. Environmental Protection Agency,58,Office of Emergency Management and Communications,2888,Hazard Mitigation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,442000,442000,442000
GRANTS,0U94,Port Security - Match,58,Office of Emergency Management and Communications,2831,Port Security Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,435000
GRANTS,0V26,Port Security Grant,58,Office of Emergency Management and Communications,2831,Port Security Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1452000,1452000,547000
GRANTS,0V27,Urban Areas Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),140,For Professional and Technical Services and Other Third Party Benefit Agreements,41340000,41340000,31538000
GRANTS,0V44,Wrigley Field Cameras,58,Office of Emergency Management and Communications,2899,Wrigley Field Cameras,140,For Professional and Technical Services and Other Third Party Benefit Agreements,875000,875000,0
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),5,Salaries and Wages - on Payroll,0,0,3376765
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),15,Schedule Salary Adjustments,0,0,18487
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),44,Fringe Benefits,0,0,1435107
GRANTS,0V61,Urban Area Security Initiative,58,Office of Emergency Management and Communications,2811,Urban Areas Security Initiative - Phse 3 (ODP),140,For Professional and Technical Services and Other Third Party Benefit Agreements,41411000,41411000,36580641
GRANTS,0V62,Emergency Management Assistance,58,Office of Emergency Management and Communications,2820,Emergency Management Assistance,6,Salary Provision,0,0,618000
GRANTS,0V62,Emergency Management Assistance,58,Office of Emergency Management and Communications,2820,Emergency Management Assistance,140,For Professional and Technical Services and Other Third Party Benefit Agreements,618000,618000,0
GRANTS,0V63,Port Security,58,Office of Emergency Management and Communications,2831,Port Security Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,1305000,1305000,1305000
GRANTS,0V71,Video Surveillance Network,58,Office of Emergency Management and Communications,2893,Video Surveillance Network,140,For Professional and Technical Services and Other Third Party Benefit Agreements,5000000,5000000,0
GRANTS,0V72,Complex Coordinated Terrorist Attack,58,Office of Emergency Management and Communications,2900,Complex Coordinated Terrorist Attack,140,For Professional and Technical Services and Other Third Party Benefit Agreements,700000,700000,700000
GRANTS,0V76,Pritzker Camera Installation,58,Office of Emergency Management and Communications,2901,Pritzker Camera Installation,140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000,50000,0
GRANTS,0V81,Port Security Grant - Local Match,58,Office of Emergency Management and Communications,2831,Port Security Grant,140,For Professional and Technical Services and Other Third Party Benefit Agreements,484000,484000,183000
