fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropration,revised_appropriation,recommendation
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,148,Testing and Inspecting,1200,1200,1200
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,149,For Software Maintenance and Licensing,4187440,4187440,9144475
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,152,Advertising,2400,2400,2400
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,154,For the Rental and Maintenance of Data Processing  Office Automation and Data Communications Hardware,760357,760357,760357
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,157,Rental of Equipment and Services,6564061,6564061,6108763
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,161,Operation  Repair or Maintenance of Facilities,185000,185000,170000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,162,Repair/Maintenance of Equipment,378792,378792,362499
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,166,Dues  Subscriptions and Memberships,64097,64097,141960
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,169,Technical Meeting Costs,385565,385565,301015
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,176,Maintenance and Operation - City Owned Vehicles,3000,3000,3000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,178,Freight and Express Charges,24000,24000,24000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,181,Mobile Communication Services,3104507,3104507,3104507
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,185,Waste Disposal Services,29200,29200,33700
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,189,Telephone - Non-Centrex Billings,312250,391600,455355
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,190,Telephone - Non-Centrex Billings,720000,665000,595000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,196,Data Circuits,930000,930000,750000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,197,Telephone - Maintenance and Repair of Equipment and Voicemail,27630,21000,27630
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,245,Reimbursement to Travelers,111570,111570,227930
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,313,Cleaning and Sanitation Supplies,381,381,381
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,319,Clothing,5000,5000,5000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,320,Gasoline,55000,55000,40000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,330,Food,179158,179158,181238
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,338,License Sticker  Tag and Plates,750,750,750
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,340,Material and Supplies,6091958,6091958,5367555
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,342,Drugs  Medicine and Chemical Materials,9966,9966,9966
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,345,Apparatus and Instruments,20111,20111,20111
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,348,Books and Related Material,24992,24992,15907
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,350,Stationery and Office Supplies,495035,495035,430235
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,360,Repair Parts and Material,568494,568494,568494
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,430,Livestock,36250,36250,36600
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,931,For the Payment of Tort and Non-Tort Judgments  Outside Counsel Expenses and Expert Costs  as Approved by the Corporation Counsel,19844350,19844350,35000000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty Who Are Not Covered Under Workers' Compensation Act,19000000,19000000,19000000
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,9067,For Physical Exams,2036069,2036069,1667870
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,5,Salaries and Wages - on Payroll,4249581,4249581,6887261
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,15,Schedule Salary Adjustments,2143,2143,10409
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,20,Overtime,825000,825000,825000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,21,Sworn/Civilian Holiday Premium Pay,25750,25750,25750
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,22,Duty Availability,180000,180000,180000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,24,Compensatory Time Payment,350000,350000,350000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,27,Supervisors Quarterly Payment,60000,60000,60000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,60,Specialty Pay,103000,103000,103000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,70,Tuition Reimbursement and Educational Programs,30000,30000,30000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,88,Furlough/Supervisors Compensation Time Buy-Back,75000,75000,75000
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,91,Uniform Allowance,90000,90000,90000
LOCAL,0740,Chicago O'Hare Airport Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,5,Salaries and Wages - on Payroll,6245671,6245671,6222241
LOCAL,0610,Chicago Midway Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty Who Are Not Covered Under Workers' Compensation Act,65000,65000,65000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,5,Salaries and Wages - on Payroll,13082748,13082748,20348652
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,15,Schedule Salary Adjustments,12082,12082,50888
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,20,Overtime,2060000,2060000,2060000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,21,Sworn/Civilian Holiday Premium Pay,46350,46350,46350
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,22,Duty Availability,558000,558000,558000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,24,Compensatory Time Payment,1000000,1000000,1000000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,27,Supervisors Quarterly Payment,87500,87500,87500
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,60,Specialty Pay,190550,190550,190550
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,70,Tuition Reimbursement and Educational Programs,60000,60000,60000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,88,Furlough/Supervisors Compensation Time Buy-Back,160000,160000,160000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,91,Uniform Allowance,234000,234000,234000
LOCAL,0740,Chicago O'Hare Airport Fund,57,Chicago Police Department,1005,Chicago Police Department,937,For Cost and Administration of Hospital and Medical Expenses for Employees Injured on Duty Who Are Not Covered Under Workers' Compensation Act,160000,160000,160000
LOCAL,0994,Controlled Substances Fund,57,Chicago Police Department,1005,Chicago Police Department,140,For Professional and Technical Services and Other Third Party Benefit Agreements,0,0,100000
LOCAL,0B25,Chicago Police CTA Detail Fund,57,Chicago Police Department,1005,Chicago Police Department,6,Salary Provision,0,0,10754000
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,5,Salaries and Wages - on Payroll,23094826,23094826,23292589
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,11,Contract Wage Increment - Salary,535565,535565,535155
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,15,Schedule Salary Adjustments,64731,64731,68874
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,20,Overtime,100000,100000,100000
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,25,Crossing Guards - Vacation Payout,1100000,1100000,1100000
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,39,For the Employment of Students as Trainees,21000,21000,21000
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,91,Uniform Allowance,503250,503250,492250
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,130,Postage,6795,6795,12000
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,138,For Professional Services for Information Technology Maintenance,58250,58250,0
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,140,For Professional and Technical Services and Other Third Party Benefit Agreements,7300,7300,6800
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,152,Advertising,900,900,900
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,153,Promotions,550,550,550
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,154,For the Rental and Maintenance of Data Processing  Office Automation and Data Communications Hardware,80000,80000,81600
LOCAL,0100,Corporate Fund,58,Office of Emergency Management and Communications,2705,Office of Emergency Management and Communications,157,Rental of Equipment and Services,54673,54673,54324
