fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
GRANTS,0Y84,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0340,MATERIAL AND SUPPLIES,10500,10500,0
GRANTS,0Y84,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0350,STATIONERY AND OFFICE SUPPLIES,3285,3285,0
GRANTS,0Y84,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0801,INDIRECT COSTS,695562,695562,0
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0005,SALARIES AND WAGES - ON PAYROLL,122465,122465,0
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0006,SALARY PROVISION,0,0,168374
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0015,SCHEDULE SALARY ADJUSTMENTS,1005,1005,0
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0044,FRINGE BENEFITS,57331,57331,0
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0050,STIPENDS,381516,381516,451008
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0091,UNIFORM ALLOWANCE,0,0,6267
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0130,POSTAGE,0,0,1500
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0140,PROFESSIONAL AND TECHNICAL SERVICES,10534,10534,13023
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0150,OUTSIDE GRAPHIC SERVICES,0,0,1500
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0172,INSURANCE PREMIUMS,0,0,500
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,56236,56236,116950
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0270,LOCAL TRANSPORTATION,0,0,209
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0330,FOOD,22913,22913,126724
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0350,STATIONERY AND OFFICE SUPPLIES,0,0,1325
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0982,RECOGNITION FOR HEROSIM,0,0,9620
GRANTS,0Y87,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0991,MATCHING AND SUPPLEMENTAL GRANTS,245000,245000,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,SALARIES AND WAGES - ON PAYROLL,6268415,6268415,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0006,SALARY PROVISION,3081452,3081452,7877792
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0015,SCHEDULE SALARY ADJUSTMENTS,16926,16926,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,FRINGE BENEFITS,2984147,2984147,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0130,POSTAGE,10163,10163,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,DELEGATE AGENCIES,9284128,9284128,14458038
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0140,PROFESSIONAL AND TECHNICAL SERVICES,85000,85000,186000
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0159,LEASE/PURCHASE EQUIPMENT,7500,7500,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0162,REPAIR/MAINT EQUIPMENT,0,0,9022
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0166,DUES  SUBSC & MEM,2435,2435,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0169,TECHNICAL MEETING COSTS,25000,25000,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0190,TELEPHONE - CENTREX BILLINGS,22000,22000,25500
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0270,LOCAL TRANSPORTATION,1500,1500,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0340,MATERIAL AND SUPPLIES,10116,10116,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0350,STATIONERY AND OFFICE SUPPLIES,4500,4500,8648
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0801,INDIRECT COSTS,575718,575718,0
GRANTS,0Y88,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,MATCHING AND SUPPLEMENTAL GRANTS,186000,186000,0
GRANTS,0Y89,Long Term Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0140,PROFESSIONAL AND TECHNICAL SERVICES,62000,62000,0
GRANTS,0Y90,Long Term Care Ombudsman Program - CMP,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0006,SALARY PROVISION,0,0,120000
GRANTS,0Y90,Long Term Care Ombudsman Program - CMP,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0140,PROFESSIONAL AND TECHNICAL SERVICES,120000,120000,0
GRANTS,0Y91,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0006,SALARY PROVISION,0,0,58542
GRANTS,0Y91,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0140,PROFESSIONAL AND TECHNICAL SERVICES,65000,65000,0
GRANTS,0Y91,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0801,INDIRECT COSTS,0,0,6458
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0005,SALARIES AND WAGES - ON PAYROLL,5220142,5220142,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,SALARY PROVISION,33468,33468,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0015,SCHEDULE SALARY ADJUSTMENTS,15728,15728,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0044,FRINGE BENEFITS,2509988,2509988,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0130,POSTAGE,16876,16876,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,PROFESSIONAL AND TECHNICAL SERVICES,10748086,10748086,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0159,LEASE/PURCHASE EQUIPMENT,46289,46289,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0166,DUES  SUBSC & MEM,1632030,1632030,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0190,TELEPHONE - CENTREX BILLINGS,50797,50797,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0197,TELEPHONE - MAINTENANCE,4988,4988,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0270,LOCAL TRANSPORTATION,5000,5000,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0348,BOOKS AND RELATED MATERIAL,500000,500000,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0350,STATIONERY AND OFFICE SUPPLIES,50000,50000,0
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0801,INDIRECT COSTS,4166608,4166608,0
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0005,SALARIES AND WAGES - ON PAYROLL,188766,188766,0
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0006,SALARY PROVISION,25366,25366,76504
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0015,SCHEDULE SALARY ADJUSTMENTS,1337,1337,0
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0044,FRINGE BENEFITS,88370,88370,0
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0050,STIPENDS,21161,21161,178524
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,1182
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,30765
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0270,LOCAL TRANSPORTATION,0,0,1866
GRANTS,G005,Senior Companion Project - ACTION,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0330,FOOD,0,0,36159
GRANTS,G006,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,DELEGATE AGENCIES,537000,537000,537000
GRANTS,G007,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0005,SALARIES AND WAGES - ON PAYROLL,259548,259548,204423
GRANTS,G007,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,793
GRANTS,0V91,Transit Security,57,Chicago Police Department,2921,Transit Security,0340,MATERIAL AND SUPPLIES,0,0,13200
GRANTS,G007,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0044,FRINGE BENEFITS,124214,124214,106942
GRANTS,G007,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0135,DELEGATE AGENCIES,2106188,2106188,1686642
GRANTS,G007,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0801,INDIRECT COSTS,74050,74050,189200
GRANTS,G009,Medicare Improvements for Patients and Providers Act,50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,0006,SALARY PROVISION,110000,110000,110000
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0005,SALARIES AND WAGES - ON PAYROLL,801692,801692,0
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0006,SALARY PROVISION,0,0,1281423
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0044,FRINGE BENEFITS,380017,380017,0
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0135,DELEGATE AGENCIES,8093799,8093799,8526396
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,133000,133000,147227
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0350,STATIONERY AND OFFICE SUPPLIES,8000,8000,8472
GRANTS,G011,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0801,INDIRECT COSTS,1183492,1183492,636482
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0005,SALARIES AND WAGES - ON PAYROLL,389694,389694,0
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0006,SALARY PROVISION,3000,3000,468909
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0044,FRINGE BENEFITS,191697,191697,0
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0135,DELEGATE AGENCIES,6170836,6170836,4240701
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0140,PROFESSIONAL AND TECHNICAL SERVICES,25773,25773,226070
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0270,LOCAL TRANSPORTATION,0,0,800
GRANTS,G012,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0340,MATERIAL AND SUPPLIES,0,0,7520
GRANTS,G013,Senior Medicare Patrol,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0135,DELEGATE AGENCIES,16000,16000,16000
GRANTS,G014,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0005,SALARIES AND WAGES - ON PAYROLL,222988,222988,0
GRANTS,G014,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0006,SALARY PROVISION,11622,11622,339000
GRANTS,G014,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0044,FRINGE BENEFITS,104390,104390,0
GRANTS,G015,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0005,SALARIES AND WAGES - ON PAYROLL,1314437,1314437,0
GRANTS,G015,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0006,SALARY PROVISION,11955,11955,3654700
GRANTS,G015,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0015,SCHEDULE SALARY ADJUSTMENTS,2096,2096,0
GRANTS,G015,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0044,FRINGE BENEFITS,656248,656248,0
GRANTS,G015,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0135,DELEGATE AGENCIES,77912749,77912749,77527553
GRANTS,G015,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0140,PROFESSIONAL AND TECHNICAL SERVICES,1802515,1802515,517747
GRANTS,G042,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,SALARY PROVISION,0,0,1643017
GRANTS,G042,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,DELEGATE AGENCIES,0,0,13897800
GRANTS,G042,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,PROFESSIONAL AND TECHNICAL SERVICES,16855000,16855000,913127
GRANTS,G042,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0270,LOCAL TRANSPORTATION,0,0,2500
GRANTS,G042,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0340,MATERIAL AND SUPPLIES,0,0,2000
GRANTS,G042,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0801,INDIRECT COSTS,0,0,396556
GRANTS,G044,Senior Benefits Access Application Program,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0135,DELEGATE AGENCIES,372000,372000,0
GRANTS,G044,Senior Benefits Access Application Program,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,372000
GRANTS,G091,Summer Jobs Connect Program,50,Department of Family and Support Services,2953,Summer Jobs Connect Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,480000,480000,290000
GRANTS,G100,Senior Companion Project-State Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0982,RECOGNITION FOR HEROSIM,0,0,16000
GRANTS,G101,Senior Medicare Patrol,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0135,DELEGATE AGENCIES,0,0,23000
GRANTS,G102,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0005,SALARIES AND WAGES - ON PAYROLL,0,0,227197
GRANTS,G102,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0044,FRINGE BENEFITS,0,0,112803
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0005,SALARIES AND WAGES - ON PAYROLL,0,0,90967
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0044,FRINGE BENEFITS,0,0,43795
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0050,STIPENDS,0,0,178524
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,1182
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,0,0,8666
GRANTS,G103,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0270,LOCAL TRANSPORTATION,0,0,1866
GRANTS,G104,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0991,MATCHING AND SUPPLEMENTAL GRANTS,0,0,139000
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0005,SALARIES AND WAGES - ON PAYROLL,0,0,4338334
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,26878
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0044,FRINGE BENEFITS,0,0,2112409
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0125,OFFICE AND BUILDING SERVICES,0,0,33936
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0135,DELEGATE AGENCIES,0,0,6260290
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,40774
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0155,RENTAL OF PROPERTY,0,0,53570
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0159,LEASE/PURCHASE EQUIPMENT,0,0,20892
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0190,TELEPHONE - CENTREX BILLINGS,0,0,53570
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0340,MATERIAL AND SUPPLIES,0,0,10500
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0350,STATIONERY AND OFFICE SUPPLIES,0,0,3285
GRANTS,G105,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0801,INDIRECT COSTS,0,0,695562
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0005,SALARIES AND WAGES - ON PAYROLL,0,0,417131
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,1442
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0044,FRINGE BENEFITS,0,0,204579
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0135,DELEGATE AGENCIES,0,0,6138948
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,229687
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0270,LOCAL TRANSPORTATION,0,0,800
GRANTS,G106,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0340,MATERIAL AND SUPPLIES,0,0,7413
GRANTS,G107,Benefit Access Application Grant,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,372000
GRANTS,G108,Long Term Care Provider Fund,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0006,SALARY PROVISION,0,0,120000
GRANTS,G109,Alzheimers Disease Programs Initiative - Grants to States and Communities,50,Department of Family and Support Services,2964,Alzheimer's Disease Program Initiatiive,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,156000
GRANTS,G110,Longterm Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0006,SALARY PROVISION,0,0,59150
GRANTS,G110,Longterm Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0801,INDIRECT COSTS,0,0,2850
GRANTS,G111,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0006,SALARY PROVISION,0,0,55542
GRANTS,G111,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0801,INDIRECT COSTS,0,0,6458
GRANTS,G112,Summer Jobs Connect Program,50,Department of Family and Support Services,2953,Summer Jobs Connect Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,480000
GRANTS,G113,Title XX Donated Funds Cash Match,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,DELEGATE AGENCIES,0,0,179000
GRANTS,G113,Title XX Donated Funds Cash Match,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,PROFESSIONAL AND TECHNICAL SERVICES,179000,179000,0
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0005,SALARIES AND WAGES - ON PAYROLL,0,0,728939
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,SALARY PROVISION,0,0,546424
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,4964
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0044,FRINGE BENEFITS,0,0,362690
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,DELEGATE AGENCIES,0,0,13897800
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,1558127
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0270,LOCAL TRANSPORTATION,0,0,2500
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0340,MATERIAL AND SUPPLIES,0,0,2000
GRANTS,G115,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0801,INDIRECT COSTS,0,0,396556
GRANTS,G116,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0005,SALARIES AND WAGES - ON PAYROLL,0,0,1414415
GRANTS,G116,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,10017
GRANTS,G116,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0044,FRINGE BENEFITS,0,0,703303
GRANTS,G116,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0135,DELEGATE AGENCIES,0,0,79054518
GRANTS,G116,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,517747
GRANTS,G120,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,DELEGATE AGENCIES,0,0,211000
GRANTS,G120,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,PROFESSIONAL AND TECHNICAL SERVICES,211000,211000,0
GRANTS,G121,Title XX Donated Funds Cash Match,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,DELEGATE AGENCIES,0,0,71000
GRANTS,G121,Title XX Donated Funds Cash Match,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,PROFESSIONAL AND TECHNICAL SERVICES,71000,71000,0
GRANTS,G122,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,DELEGATE AGENCIES,0,0,509000
GRANTS,G122,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,PROFESSIONAL AND TECHNICAL SERVICES,509000,509000,0
GRANTS,G123,Title XX Donated Funds Cash Match,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,DELEGATE AGENCIES,0,0,170000
GRANTS,G123,Title XX Donated Funds Cash Match,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,PROFESSIONAL AND TECHNICAL SERVICES,170000,170000,0
GRANTS,G124,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0005,SALARIES AND WAGES - ON PAYROLL,0,0,722020
GRANTS,G124,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,2475
GRANTS,G124,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0044,FRINGE BENEFITS,0,0,349763
GRANTS,G124,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0135,DELEGATE AGENCIES,0,0,19925742
GRANTS,G126,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0135,DELEGATE AGENCIES,357000,357000,357000
GRANTS,G127,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,SALARIES AND WAGES - ON PAYROLL,0,0,6500077
GRANTS,G127,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,26441
GRANTS,G127,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,FRINGE BENEFITS,0,0,3196234
GRANTS,G127,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,DELEGATE AGENCIES,0,0,3622248
GRANTS,G128,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0006,SALARY PROVISION,0,0,724793
GRANTS,G128,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,DELEGATE AGENCIES,0,0,8259207
GRANTS,G129,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,MATCHING AND SUPPLEMENTAL GRANTS,0,0,186000
GRANTS,G130,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,DELEGATE AGENCIES,0,0,150000
GRANTS,G131,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0005,SALARIES AND WAGES - ON PAYROLL,0,0,126504
GRANTS,G131,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,1065
GRANTS,G131,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0044,FRINGE BENEFITS,0,0,60904
GRANTS,G131,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0135,DELEGATE AGENCIES,0,0,426527
