fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
GRANTS,033C,Community Development Block Grant - CARES Act,84,Chicago Department of Transportation,280V,Public Space Activations,0140,PROFESSIONAL AND TECHNICAL SERVICES,3600000.00,3600000.00,3600000.00
GRANTS,033C,Community Development Block Grant - CARES Act,84,Chicago Department of Transportation,280W,Shared Streets,0140,PROFESSIONAL AND TECHNICAL SERVICES,500000.00,500000.00,452000.00
GRANTS,034C,Ryan White HIV Care Act Part A,84,Chicago Department of Transportation,290G,Infrastructure Improvement Grants - COVID,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,15880000.00
GRANTS,0L32,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0140,PROFESSIONAL AND TECHNICAL SERVICES,839000.00,839000.00,0
GRANTS,0L32,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,839000.00
GRANTS,0L37,Cook County Highway,84,Chicago Department of Transportation,2873,Cook County Highway Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,122000.00,122000.00,0
GRANTS,0L37,Cook County Highway,84,Chicago Department of Transportation,2873,Cook County Highway Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,122000.00
GRANTS,0L48,Surface Transportation Program - Federal - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0140,PROFESSIONAL AND TECHNICAL SERVICES,210000.00,210000.00,0
GRANTS,0L48,Surface Transportation Program - Federal - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,210000.00
GRANTS,0L64,Enhanced Mobility of Seniors and Individuals with Disabilities,84,Chicago Department of Transportation,2700,Enhanced Mobility of Seniors and Individuals with Disabilities,0140,PROFESSIONAL AND TECHNICAL SERVICES,1094000.00,1094000.00,0
GRANTS,0L64,Enhanced Mobility of Seniors and Individuals with Disabilities,84,Chicago Department of Transportation,2700,Enhanced Mobility of Seniors and Individuals with Disabilities,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,1094000.00
GRANTS,0L73,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0140,PROFESSIONAL AND TECHNICAL SERVICES,1066000.00,1066000.00,0
GRANTS,0L73,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,1066000.00
GRANTS,0L74,Cook County Highway Program,84,Chicago Department of Transportation,2873,Cook County Highway Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,94000.00,94000.00,0
GRANTS,0L74,Cook County Highway Program,84,Chicago Department of Transportation,2873,Cook County Highway Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,94000.00
GRANTS,0L76,High Priority / SAFETEA - LU - Federal,84,Chicago Department of Transportation,2869,High Priority Project Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,104000.00,104000.00,0
GRANTS,0L76,High Priority / SAFETEA - LU - Federal,84,Chicago Department of Transportation,2869,High Priority Project Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,104000.00
GRANTS,0L77,Highway Safety Improvement,84,Chicago Department of Transportation,2925,Highway Safety Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,17000.00,17000.00,0
GRANTS,0L77,Highway Safety Improvement,84,Chicago Department of Transportation,2925,Highway Safety Improvement Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,17000.00
GRANTS,0L85,State Only Chicago Commitment,84,Chicago Department of Transportation,2992,State Only Chicago Commitment,0140,PROFESSIONAL AND TECHNICAL SERVICES,9322000.00,9322000.00,0
GRANTS,0L85,State Only Chicago Commitment,84,Chicago Department of Transportation,2992,State Only Chicago Commitment,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,9322000.00
GRANTS,0L87,Surface Transportation Program - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0140,PROFESSIONAL AND TECHNICAL SERVICES,15033000.00,15033000.00,0
GRANTS,0L87,Surface Transportation Program - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,15033000.00
GRANTS,0L89,Transportation Alternatives,84,Chicago Department of Transportation,2994,Transportation Alternatives Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,151000.00,151000.00,0
GRANTS,0L89,Transportation Alternatives,84,Chicago Department of Transportation,2994,Transportation Alternatives Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,151000.00
GRANTS,0L93,Federal Railroad Administration,84,Chicago Department of Transportation,280D,Federal Railroad Administration,0140,PROFESSIONAL AND TECHNICAL SERVICES,274000.00,274000.00,0
GRANTS,0L93,Federal Railroad Administration,84,Chicago Department of Transportation,280D,Federal Railroad Administration,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,274000.00
GRANTS,0L94,New Freedom,84,Chicago Department of Transportation,280F,New Freedom,0140,PROFESSIONAL AND TECHNICAL SERVICES,1612000.00,1612000.00,0
GRANTS,0L94,New Freedom,84,Chicago Department of Transportation,280F,New Freedom,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,1612000.00
GRANTS,0L98,IDOT Transportation Funds,84,Chicago Department of Transportation,280E,IDOT Transportation Funds,0140,PROFESSIONAL AND TECHNICAL SERVICES,37505000.00,37505000.00,0
GRANTS,0L98,IDOT Transportation Funds,84,Chicago Department of Transportation,280E,IDOT Transportation Funds,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,150635000.00,150635000.00,308140000.00
GRANTS,0L99,National Priority Safety,84,Chicago Department of Transportation,280G,National Priority Safety Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,569000.00,569000.00,0
GRANTS,0L99,National Priority Safety,84,Chicago Department of Transportation,280G,National Priority Safety Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,1319000.00
GRANTS,0M85,Create Economic Benefits Study,84,Chicago Department of Transportation,2895,River Walk Landscape Sponsorship,0140,PROFESSIONAL AND TECHNICAL SERVICES,150000.00,150000.00,0
GRANTS,0M85,Create Economic Benefits Study,84,Chicago Department of Transportation,2895,River Walk Landscape Sponsorship,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,150000.00
GRANTS,0M88,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0140,PROFESSIONAL AND TECHNICAL SERVICES,3081000.00,3081000.00,0
GRANTS,0M88,Congestion Mitigation Air Quality - Federal,84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,3081000.00
GRANTS,0M93,Surface Transportation Program - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0140,PROFESSIONAL AND TECHNICAL SERVICES,1691000.00,1691000.00,0
GRANTS,0M93,Surface Transportation Program - Construction,84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,1691000.00
GRANTS,0W01,Chicago Transit Authority Infrastructure Improvement,84,Chicago Department of Transportation,2996,Chicago Transit Authority Infrastructure Improvement,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,47000.00,47000.00,28047000.00
GRANTS,0W02,Congestion Mitigation Air Quality (CMAQ),84,Chicago Department of Transportation,2805,Congestion Mitigation Air Quality (CMAQ),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,15740000.00,15740000.00,142680000.00
GRANTS,0W03,Cook County Highway Program,84,Chicago Department of Transportation,2873,Cook County Highway Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,18723000.00,18723000.00,38723000.00
GRANTS,0W04,Cubs Fund for Neighborhood Improvements,84,Chicago Department of Transportation,2995,Cubs Fund for Neighborhood Improvements,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,250000.00
GRANTS,0W05,High Priority Project Program,84,Chicago Department of Transportation,2869,High Priority Project Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,3270000.00,3270000.00,3270000.00
GRANTS,0W06,Highway Safety Improvement Program,84,Chicago Department of Transportation,2925,Highway Safety Improvement Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1131000.00,1131000.00,1131000.00
GRANTS,0W11,Illinois Transportation Enhancement Program,84,Chicago Department of Transportation,2993,Illinois Transportation Enhancement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,1094000.00,1094000.00,0
GRANTS,0W11,Illinois Transportation Enhancement Program,84,Chicago Department of Transportation,2993,Illinois Transportation Enhancement Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,3398000.00
GRANTS,0W13,Safe Routes to School,84,Chicago Department of Transportation,2921,Safe Routes to School,0140,PROFESSIONAL AND TECHNICAL SERVICES,259000.00,259000.00,0
GRANTS,0W13,Safe Routes to School,84,Chicago Department of Transportation,2921,Safe Routes to School,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,259000.00
GRANTS,0W15,State Planning and Research,84,Chicago Department of Transportation,2981,State Planning and Research,0140,PROFESSIONAL AND TECHNICAL SERVICES,1554000.00,1554000.00,0
GRANTS,0W15,State Planning and Research,84,Chicago Department of Transportation,2981,State Planning and Research,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,4554000.00
GRANTS,0W16,Surface Transportation Program (STP),84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0140,PROFESSIONAL AND TECHNICAL SERVICES,6720000.00,6720000.00,0
GRANTS,0W16,Surface Transportation Program (STP),84,Chicago Department of Transportation,2820,Surface Transportation Program (STP),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,72798000.00,72798000.00,251194000.00
GRANTS,0W18,Transportation Alternative,84,Chicago Department of Transportation,2994,Transportation Alternatives Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,6688000.00,6688000.00,11786000.00
GRANTS,0W20,Transportation Planning,84,Chicago Department of Transportation,280P,Transportation Planning,0140,PROFESSIONAL AND TECHNICAL SERVICES,440000.00,440000.00,0
GRANTS,0W20,Transportation Planning,84,Chicago Department of Transportation,280P,Transportation Planning,0991,MATCHING AND SUPPLEMENTAL GRANTS,0,0,440000.00
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0005,SALARIES AND WAGES - ON PAYROLL,238652.00,238652.00,235698.00
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0015,SCHEDULE SALARY ADJUSTMENTS,1572.00,1572.00,1331.00
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0044,FRINGE BENEFITS,118798.00,118798.00,164647.00
GRANTS,0W21,Uniform Work Program,84,Chicago Department of Transportation,280H,Unified Work Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,174978.00,174978.00,1132324.00
GRANTS,0W22,Illinois Secretary of State Grant,84,Chicago Department of Transportation,280K,Illinois Secretary of State Grant,0140,PROFESSIONAL AND TECHNICAL SERVICES,57000.00,57000.00,0
GRANTS,0W22,Illinois Secretary of State Grant,84,Chicago Department of Transportation,280K,Illinois Secretary of State Grant,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,57000.00
GRANTS,0W23,Illinois Competitive Freight Program,84,Chicago Department of Transportation,280L,Illinois Competitive Freight Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,2010000.00,2010000.00,0
GRANTS,0W23,Illinois Competitive Freight Program,84,Chicago Department of Transportation,280L,Illinois Competitive Freight Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,45410000.00
GRANTS,0W24,Department of Commerce and Economic Opportunity,84,Chicago Department of Transportation,280M,Department of Commerce and Economic Opportunity,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,171315000.00
GRANTS,0W32,Rebuild Illinois,84,Chicago Department of Transportation,280Q,Rebuild Illinois,0140,PROFESSIONAL AND TECHNICAL SERVICES,34278000.00,34278000.00,0
GRANTS,0W32,Rebuild Illinois,84,Chicago Department of Transportation,280Q,Rebuild Illinois,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,22950000.00,22950000.00,87228000.00
GRANTS,G083,Diesel Emissions Reduction Act (DERA),84,Chicago Department of Transportation,280R,Diesel Emissions Reduction Act,0450,VEHICLES,0,0,592000.00
GRANTS,G336,Illinois Multi-Modal Transportation Bond Fund,84,Chicago Department of Transportation,280X,Illinois Multi-Modal Transportation Bond Fund,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,2000000.00
GRANTS,G378,Nationally Significant Multimodal Freight & Highway Projects (INFRA),84,Chicago Department of Transportation,280Y,Nationally Significant Multimodal Freight & Highway Projects (INFRA),0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,19138000.00
GRANTS,G413,CDOT - Private Grants,84,Chicago Department of Transportation,280Z,CDOT - Private Grants,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,4000000.00
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2805,Midway - Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,277000.00,277000.00,20500000.00
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2807,Midway TSA,0140,PROFESSIONAL AND TECHNICAL SERVICES,3101000.00,3101000.00,4026000.00
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2824,Midway - AIP - Noise Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,13000000.00,13000000.00,35000000.00
GRANTS,0623,Airport Improvement Program-And Tea-21,85,Chicago Department of Aviation,2827,Bipartisan Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,50000000.00
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2810,O'Hare - Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,18899000.00,18899000.00,71000000.00
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2811,O'Hare - Transportation Security Administration,0140,PROFESSIONAL AND TECHNICAL SERVICES,76073000.00,76073000.00,61643000.00
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2813,O'Hare - Airport Improvement Program (AIP) - Noise Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,19281000.00,19281000.00,15923000.00
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2815,O'Hare / Midway - TSA National Explosives Detection Canine Team Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,1263000.00,1263000.00,1263000.00
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2825,AIP - Letter of Intent (LOI) Funding,0140,PROFESSIONAL AND TECHNICAL SERVICES,30000000.00,30000000.00,30000000.00
GRANTS,0624,O'Hare Airport,85,Chicago Department of Aviation,2827,Bipartisan Airport Improvement Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,150000000.00
GRANTS,0R24,Airport Improvement,85,Chicago Department of Aviation,2826,Airport Improvement,0140,PROFESSIONAL AND TECHNICAL SERVICES,250000.00,250000.00,0
GRANTS,G087,CARES Act Airport Grants (MDW),85,Chicago Department of Aviation,280A,Cares Act Airport Grants (MDW),0140,PROFESSIONAL AND TECHNICAL SERVICES,86152000.00,86152000.00,30681000.00
GRANTS,G088,CARES Act Airport Grants (ORD),85,Chicago Department of Aviation,280B,Cares Act Airport Grants (ORD),0140,PROFESSIONAL AND TECHNICAL SERVICES,212467000.00,212467000.00,68446000.00
GRANTS,0J63,Community Development Block Grant - Disaster Recovery,88,Department of Water Management,2880,Community Development Block Grant - Disaster Recovery,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,4553000.00,4553000.00,0
GRANTS,G458,Hazard Mitigation Grant Program,88,Department of Water Management,280A,Hazard Mitigation Grant Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,320000.00,320000.00,320000.00
GRANTS,G045,Project Next Generation,91,Chicago Public Library,2849,Project Next Generation,0140,PROFESSIONAL AND TECHNICAL SERVICES,40000.00,40000.00,0
GRANTS,G070,Capital  Construction Grant,91,Chicago Public Library,2842,State Capital Construction Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,0,0,600000.00
GRANTS,G071,Capital  Construction Grant,91,Chicago Public Library,2842,State Capital Construction Program,0540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,10000000.00,10000000.00,10000000.00
GRANTS,G090,Illinois Library Development - Per Capita and Area,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0006,SALARY PROVISION,7994000.00,7994000.00,0
GRANTS,G139,Illinois Library Development,91,Chicago Public Library,2849,Project Next Generation,0140,PROFESSIONAL AND TECHNICAL SERVICES,40000.00,40000.00,40000.00
GRANTS,G140,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0005,SALARIES AND WAGES - ON PAYROLL,0,0,94168.00
GRANTS,G140,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0006,SALARY PROVISION,8436000.00,8436000.00,8278497.00
GRANTS,G140,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0044,FRINGE BENEFITS,0,0,63335.00
GRANTS,G322,Assistive Resources Advisory and Outreach Center,91,Chicago Public Library,2864,Assistive Resources Advisory and Outreach Center,0140,PROFESSIONAL AND TECHNICAL SERVICES,2000.00,2000.00,0
GRANTS,G382,Project Next Generation,91,Chicago Public Library,2849,Project Next Generation,0140,PROFESSIONAL AND TECHNICAL SERVICES,0,0,40000.00
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0005,SALARIES AND WAGES - ON PAYROLL,0,0,4514114.00
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0006,SALARY PROVISION,0,0,526000.00
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0015,SCHEDULE SALARY ADJUSTMENTS,0,0,16216.00
GRANTS,G383,Illinois Library Development,91,Chicago Public Library,2895,Illinois Library Development - Per Capita and Area,0044,FRINGE BENEFITS,0,0,3379670.00
GRANTS,G466,State Capital Construction Program,91,Chicago Public Library,280B,State Capital Construction Program,0140,PROFESSIONAL AND TECHNICAL SERVICES,50000.00,50000.00,50000.00
GRANTS,GA15,On the Road to Recovery - Transforming Library Spaces,91,Chicago Public Library,2863,On the Road to Recovery - Transforming Library Spaces,0140,PROFESSIONAL AND TECHNICAL SERVICES,1015000.00,1015000.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0005,SALARIES AND WAGES - ON PAYROLL,168060.00,168060.00,107748.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0015,SCHEDULE SALARY ADJUSTMENTS,1572.00,1572.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0039,STUDENT AS TRAINEES,3478.00,3478.00,1502.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0044,FRINGE BENEFITS,78484.00,78484.00,70295.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0140,PROFESSIONAL AND TECHNICAL SERVICES,1210358.00,1210358.00,105188.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0152,ADVERTISING,10000.00,10000.00,10000.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0157,RENTAL EQUIPMENT AND SERVICES,10000.00,10000.00,6810.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0159,LEASE/PURCHASE EQUIPMENT,2600.00,2600.00,2600.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0169,TECHNICAL MEETING COSTS,10000.00,10000.00,10000.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0190,TELEPHONE - CENTREX BILLINGS,1950.00,1950.00,1950.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0270,LOCAL TRANSPORTATION,150.00,150.00,150.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0348,BOOKS AND RELATED MATERIAL,1624.00,1624.00,1624.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,0350,STATIONERY AND OFFICE SUPPLIES,3500.00,3500.00,3500.00
CDBG,0J49,Community Development Block Grant Year XLIX,5,Office of Budget and Management,2505,Administration and Monitoring,9438,REIMBURSEMENT - AIS,5000.00,5000.00,5000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0005,SALARIES AND WAGES - ON PAYROLL,380989.00,380989.00,618835.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0015,SCHEDULE SALARY ADJUSTMENTS,164.00,164.00,3740.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0044,FRINGE BENEFITS,183424.00,183424.00,436980.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0140,PROFESSIONAL AND TECHNICAL SERVICES,25098.00,25098.00,50000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0155,RENTAL OF PROPERTY,0,0,150000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0169,TECHNICAL MEETING COSTS,14451.00,14451.00,25350.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0270,LOCAL TRANSPORTATION,100.00,100.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0340,MATERIAL AND SUPPLIES,1800.00,1800.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0350,STATIONERY AND OFFICE SUPPLIES,1800.00,1800.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0446,PURCHASE - DATA HARDWARE,0,0,4000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,0801,INDIRECT COSTS,212350.00,212350.00,451576.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2556,Developer Services,9103,REHABILITATION LOANS GT,26058293.00,26058293.00,37369877.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0005,SALARIES AND WAGES - ON PAYROLL,403434.00,403434.00,425488.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0015,SCHEDULE SALARY ADJUSTMENTS,1626.00,1626.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0044,FRINGE BENEFITS,201274.00,201274.00,286174.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0130,POSTAGE,925.00,925.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0135,DELEGATE AGENCIES,5105000.00,5105000.00,5253927.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0140,PROFESSIONAL AND TECHNICAL SERVICES,25000.00,25000.00,25000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0143,COURT REPORTING,0,0,25000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0157,RENTAL EQUIPMENT AND SERVICES,700.00,700.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0169,TECHNICAL MEETING COSTS,3000.00,3000.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0340,MATERIAL AND SUPPLIES,3000.00,3000.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0350,STATIONERY AND OFFICE SUPPLIES,3000.00,3000.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,0801,INDIRECT COSTS,327663.00,327663.00,478665.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2557,Housing Preservation,9126,HEAT RECEIVERSHIP PGM,1200000.00,1200000.00,1200000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,0005,SALARIES AND WAGES - ON PAYROLL,362865.00,362865.00,342320.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,0015,SCHEDULE SALARY ADJUSTMENTS,5158.00,5158.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,0044,FRINGE BENEFITS,174699.00,174699.00,230236.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,0140,PROFESSIONAL AND TECHNICAL SERVICES,204610.00,204610.00,1906493.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,0169,TECHNICAL MEETING COSTS,0,0,3000.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,0801,INDIRECT COSTS,135504.00,135504.00,387458.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,9264,EHRP,900000.00,900000.00,2413844.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2558,Emergency Repair,9265,HOME REPAIR PROGRAM,10619806.00,10619806.00,17375327.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2559,Housing Services and Technical Assistance,0005,SALARIES AND WAGES - ON PAYROLL,216702.00,216702.00,219927.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2559,Housing Services and Technical Assistance,0044,FRINGE BENEFITS,104329.00,104329.00,147917.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2559,Housing Services and Technical Assistance,0135,DELEGATE AGENCIES,593875.00,593875.00,815191.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2559,Housing Services and Technical Assistance,0140,PROFESSIONAL AND TECHNICAL SERVICES,1045.00,1045.00,0
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2559,Housing Services and Technical Assistance,0801,INDIRECT COSTS,173486.00,173486.00,250454.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2560,Homeownership Counseling Services,0005,SALARIES AND WAGES - ON PAYROLL,340192.00,340192.00,393589.00
CDBG,0J49,Community Development Block Grant Year XLIX,21,Department of Housing,2560,Homeownership Counseling Services,0015,SCHEDULE SALARY ADJUSTMENTS,5574.00,5574.00,3120.00
