fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation,revised_appropriation,recommendation
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0140,PROFESSIONAL AND TECHNICAL SERVICES,3531210.00,3531210.00,3474000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0142,ACCOUNTING AND AUDITING,75000.00,75000.00,75000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0149,SOFTWARE MAINTENANCE AND LICENSING,8967998.00,8967998.00,8975000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0154,RENTAL-DATA HARDWARE EQ,2000.00,2000.00,2000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,RENTAL EQUIPMENT AND SERVICES,604772.00,604772.00,845772.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0162,REPAIR/MAINT EQUIPMENT,2371699.00,2371699.00,3371699.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0166,DUES  SUBSC & MEM,9000.00,9000.00,9000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0169,TECHNICAL MEETING COSTS,18000.00,18000.00,18000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0181,MOBILE COMMUNICATION SERVICES,5521260.00,5521260.00,5525704.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0189,TELEPHONE - NON-CENTREX BILLINGS,2638500.00,2638500.00,2639000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0190,TELEPHONE - CENTREX BILLINGS,425000.00,425000.00,425000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0196,DATA CIRCUITS,1761000.00,1761000.00,1761000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0197,TELEPHONE - MAINTENANCE,3824489.00,3824489.00,5835000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,90000.00,90000.00,90000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0245,REIMBURSEMENT TO TRAVELERS,20000.00,20000.00,20000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0330,FOOD,12000.00,12000.00,6000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,MATERIAL AND SUPPLIES,472836.00,472836.00,514836.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0350,STATIONERY AND OFFICE SUPPLIES,21700.00,21700.00,21700.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0360,REPAIR PARTS AND MATERIAL,2784100.00,2784100.00,3095100.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0365,ELECTRICAL SUPPLIES,115000.00,115000.00,115000.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0401,TOOL <= $100 UNIT,43200.00,43200.00,43200.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0423,COMMUNICATION DEVICES,33925.00,33925.00,33925.00
LOCAL,0353,Emergency Communication Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,9295,CONSENT DECREE,726935.00,726935.00,727000.00
LOCAL,0610,Chicago Midway Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,RENTAL EQUIPMENT AND SERVICES,16488.00,16488.00,16488.00
LOCAL,0610,Chicago Midway Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,MATERIAL AND SUPPLIES,25750.00,25750.00,25750.00
LOCAL,0740,Chicago O'Hare Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0157,RENTAL EQUIPMENT AND SERVICES,16488.00,16488.00,16488.00
LOCAL,0740,Chicago O'Hare Airport Fund,51,Office of Public Safety Administration,2005,Office of Public Safety Administration,0340,MATERIAL AND SUPPLIES,15750.00,15750.00,15750.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0005,SALARIES AND WAGES - ON PAYROLL,11056049.00,11056049.00,11276322.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0015,SCHEDULE SALARY ADJUSTMENTS,209079.00,209079.00,173177.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0039,STUDENT AS TRAINEES,218000.00,218000.00,0.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0050,STIPENDS,62400.00,62400.00,62400.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0130,POSTAGE,18174.00,18174.00,18174.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0135,DELEGATE AGENCIES,856223.00,856223.00,900000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0139,IT DEVELOPMENT,250000.00,250000.00,200000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0140,PROFESSIONAL AND TECHNICAL SERVICES,3779107.00,3779107.00,2490401.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0141,APPRAISALS,60000.00,60000.00,15000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0142,ACCOUNTING AND AUDITING,63173.00,63173.00,63173.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0143,COURT REPORTING,69000.00,69000.00,69000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0149,SOFTWARE MAINTENANCE AND LICENSING,70905.00,70905.00,70905.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0152,ADVERTISING,34945.00,34945.00,34945.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0159,LEASE/PURCHASE EQUIPMENT,45242.00,45242.00,45242.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0162,REPAIR/MAINT EQUIPMENT,10000.00,10000.00,0.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0166,DUES  SUBSC & MEM,3700.00,3700.00,3700.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0169,TECHNICAL MEETING COSTS,79760.00,79760.00,54760.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0179,MESSENGER SERVICES,500.00,500.00,500.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0229,TRANSPORTATION AND EXPENSE ALLOWANCE,1000.00,1000.00,750.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0245,REIMBURSEMENT TO TRAVELERS,9000.00,9000.00,3000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0340,MATERIAL AND SUPPLIES,1000.00,1000.00,1000.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0350,STATIONERY AND OFFICE SUPPLIES,38356.00,38356.00,38356.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0420,FURNITURE AND FIXTURES,100000.00,100000.00,0.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0446,PURCHASE - IT HARDWARE,45126.00,45126.00,45126.00
LOCAL,0100,Corporate Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9438,REIMBURSEMENT - FFM,45000.00,45000.00,45000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0005,SALARIES AND WAGES - ON PAYROLL,5740549.00,5740549.00,6064651.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0015,SCHEDULE SALARY ADJUSTMENTS,130935.00,130935.00,122141.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0039,STUDENT AS TRAINEES,0.00,0.00,22839.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0138,IT MAINTENANCE,40000.00,40000.00,40000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0139,IT DEVELOPMENT,1360000.00,1360000.00,1358000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0140,PROFESSIONAL AND TECHNICAL SERVICES,150000.00,150000.00,1514500.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0142,ACCOUNTING AND AUDITING,265000.00,265000.00,265000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0143,COURT REPORTING,10000.00,10000.00,10000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0149,SOFTWARE MAINTENANCE AND LICENSING,52054.00,52054.00,126394.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0169,TECHNICAL MEETING COSTS,27310.00,27310.00,27310.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0340,MATERIAL AND SUPPLIES,3000.00,3000.00,5000.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0446,PURCHASE - IT HARDWARE,17250.00,17250.00,17250.00
LOCAL,0B21,Tax Increment Financing Administration Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9454,REIMBURSEMENT - DPD,225000.00,225000.00,225000.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0005,SALARIES AND WAGES - ON PAYROLL,403256.00,403256.00,413488.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0015,SCHEDULE SALARY ADJUSTMENTS,7446.00,7446.00,4403.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0140,PROFESSIONAL AND TECHNICAL SERVICES,580000.00,580000.00,580000.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0149,SOFTWARE MAINTENANCE AND LICENSING,1000.00,1000.00,1000.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0169,TECHNICAL MEETING COSTS,7500.00,7500.00,7500.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,0340,MATERIAL AND SUPPLIES,1500.00,1500.00,1500.00
LOCAL,0D43,Neighborhoods Opportunity Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9103,REHABILITATION LOANS GT,61209644.00,61209644.00,65630650.00
LOCAL,0D44,Citywide Adopt-a-landmark Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9103,REHABILITATION LOANS GT,10782000.00,10782000.00,11076425.00
LOCAL,0D45,Local Impact Fund,54,Department of Planning and Development,2005,Department of Planning and Development,9103,REHABILITATION LOANS GT,12298000.00,12298000.00,12851032.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0005,SALARIES AND WAGES - ON PAYROLL,192252.00,192252.00,196728.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0015,SCHEDULE SALARY ADJUSTMENTS,0.00,0.00,2006.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0050,STIPENDS,111000.00,111000.00,111000.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0140,PROFESSIONAL AND TECHNICAL SERVICES,193875.00,193875.00,140000.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0143,COURT REPORTING,96000.00,96000.00,53400.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0157,RENTAL EQUIPMENT AND SERVICES,686.00,686.00,686.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0165,GRAPHIC DESIGN SERV,2000.00,2000.00,0.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0166,DUES  SUBSC & MEM,500.00,500.00,600.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0169,TECHNICAL MEETING COSTS,600.00,600.00,700.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0245,REIMBURSEMENT TO TRAVELERS,1650.00,1650.00,2000.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0270,LOCAL TRANSPORTATION,150.00,150.00,100.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0348,BOOKS AND RELATED MATERIAL,100.00,100.00,100.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,0350,STATIONERY AND OFFICE SUPPLIES,875.00,875.00,650.00
LOCAL,0100,Corporate Fund,55,Chicago Police Board,2005,Chicago Police Board,9438,REIMBURSEMENT - FFM,1500.00,1500.00,2000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0005,SALARIES AND WAGES - ON PAYROLL,1326270601.00,1326270601.00,1395907585.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0015,SCHEDULE SALARY ADJUSTMENTS,10428341.00,10428341.00,11651141.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0020,OVERTIME,100000000.00,100000000.00,100000000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0021,SWORN/CIVILIAN HOLIDAY PREMIUM PAY,8200000.00,8200000.00,8200000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0022,DUTY AVAILABILITY,39000000.00,39000000.00,39000000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0024,COMPENSATORY TIME PAYMENT,36000000.00,36000000.00,36000000.00
LOCAL,0100,Corporate Fund,57,Chicago Police Department,1005,Chicago Police Department,0027,SUPERVISORS QUARTERLY PAYMENT,12250000.00,12250000.00,12250000.00
